epoch,binary_accuracy,f1_score,false_negatives,false_positives,loss,precision,recall,val_binary_accuracy,val_f1_score,val_false_negatives,val_false_positives,val_loss,val_precision,val_recall
0,0.8079128265380859,0.8520020842552185,135.0,870.0,0.41904059052467346,0.811606764793396,0.9652330875396729,0.7724359035491943,0.7692307233810425,4.0,138.0,0.4179060161113739,0.7366412281990051,0.9897435903549194
1,0.9497324228286743,0.8520020842552185,137.0,126.0,0.17512762546539307,0.9674586653709412,0.9647179841995239,0.8237179517745972,0.7692307233810425,7.0,103.0,0.374144583940506,0.7880658507347107,0.9820512533187866
2,0.9667431116104126,0.8520020842552185,91.0,83.0,0.10793746262788773,0.97858065366745,0.9765645265579224,0.8092948794364929,0.7692307233810425,3.0,116.0,0.4561098515987396,0.7693836688995361,0.9923076629638672
3,0.973432719707489,0.8520020842552185,71.0,68.0,0.08093537390232086,0.9824742078781128,0.9817151427268982,0.8269230723381042,0.7692307233810425,4.0,104.0,0.46662139892578125,0.7877551317214966,0.9897435903549194
4,0.9776375889778137,0.8520020842552185,60.0,57.0,0.06428875774145126,0.9853093028068542,0.984548032283783,0.8205128312110901,0.7692307233810425,4.0,108.0,0.49465471506118774,0.7813765406608582,0.9897435903549194
5,0.9820336103439331,0.8520020842552185,50.0,44.0,0.053371891379356384,0.9886510372161865,0.9871233701705933,0.8189102411270142,0.7692307233810425,2.0,111.0,0.5386294722557068,0.7775551080703735,0.9948717951774597
6,0.9856651425361633,0.8520020842552185,40.0,35.0,0.04512344300746918,0.9909747242927551,0.9896987080574036,0.8044871687889099,0.7692307233810425,2.0,120.0,0.5977153182029724,0.7637795209884644,0.9948717951774597
7,0.9862385392189026,0.8520020842552185,39.0,33.0,0.039678264409303665,0.9914882779121399,0.9899562001228333,0.7932692170143127,0.7692307233810425,1.0,128.0,0.687717854976654,0.752417802810669,0.9974358677864075
8,0.9896789193153381,0.8520020842552185,28.0,26.0,0.033808231353759766,0.9933006763458252,0.992789089679718,0.8189102411270142,0.7692307233810425,3.0,110.0,0.5907275080680847,0.7786720395088196,0.9923076629638672
9,0.9913991093635559,0.8520020842552185,24.0,21.0,0.02941998653113842,0.9945876002311707,0.9938192367553711,0.8060897588729858,0.7692307233810425,1.0,120.0,0.683378279209137,0.7642436027526855,0.9974358677864075
