epoch,binary_accuracy,f1_score,false_negatives,false_positives,loss,precision,recall,val_binary_accuracy,val_f1_score,val_false_negatives,val_false_positives,val_loss,val_precision,val_recall
0,0.8602828979492188,0.8520020842552185,215.0,516.0,0.322981059551239,0.8766730427742004,0.9446304440498352,0.8157051205635071,0.7692307233810425,6.0,109.0,0.4119512736797333,0.7789046764373779,0.9846153855323792
1,0.9357798099517822,0.8520020842552185,161.0,175.0,0.17853744328022003,0.9550936818122864,0.958537220954895,0.8125,0.7692307233810425,6.0,111.0,0.4453354477882385,0.7757575511932373,0.9846153855323792
2,0.9426605701446533,0.8520020842552185,145.0,155.0,0.14659325778484344,0.9601849317550659,0.9626577496528625,0.8221153616905212,0.7692307233810425,6.0,105.0,0.45461511611938477,0.7852760553359985,0.9846153855323792
3,0.9501146674156189,0.8520020842552185,132.0,129.0,0.13135895133018494,0.9667525887489319,0.9660056829452515,0.817307710647583,0.7692307233810425,5.0,109.0,0.48952940106391907,0.7793522477149963,0.9871794581413269
4,0.9529816508293152,0.8520020842552185,125.0,121.0,0.1207231655716896,0.9688063859939575,0.9678083658218384,0.8141025900840759,0.7692307233810425,5.0,111.0,0.4954548478126526,0.7762096524238586,0.9871794581413269
5,0.9589067101478577,0.8520020842552185,109.0,106.0,0.10853293538093567,0.972680389881134,0.9719288945198059,0.8060897588729858,0.7692307233810425,5.0,116.0,0.5239835381507874,0.7684630751609802,0.9871794581413269
6,0.9612002968788147,0.8520020842552185,102.0,101.0,0.10461250692605972,0.9739825129508972,0.9737316370010376,0.8060897588729858,0.7692307233810425,5.0,116.0,0.5283721685409546,0.7684630751609802,0.9871794581413269
7,0.9629204869270325,0.8520020842552185,95.0,99.0,0.09638513624668121,0.9745304584503174,0.9755343794822693,0.8044871687889099,0.7692307233810425,6.0,116.0,0.5382943749427795,0.7680000066757202,0.9846153855323792
8,0.9644495248794556,0.8520020842552185,95.0,91.0,0.09325450658798218,0.9765403270721436,0.9755343794822693,0.8060897588729858,0.7692307233810425,6.0,115.0,0.538368821144104,0.7695390582084656,0.9846153855323792
9,0.966360867023468,0.8520020842552185,87.0,89.0,0.09178479015827179,0.977091372013092,0.9775946140289307,0.7996794581413269,0.7692307233810425,5.0,120.0,0.5606741905212402,0.7623762488365173,0.9871794581413269
